item_purchased,category,purchase_amount_usd,location,size,color,season,discount_applied,promo_code_used,payment_method,created_at,updated_at
Boots,Footwear,93,Tennessee,S,Teal,Winter,Yes,Yes,PayPal,2025-03-22 14:04:16,2025-03-22 14:04:16
Backpack,Accessories,49,Tennessee,M,Peach,Summer,No,No,Venmo,2025-04-11 08:42:21,2025-04-11 08:42:21
Handbag,Accessories,99,Tennessee,M,Olive,Spring,Yes,Yes,Credit Card,2025-04-15 01:34:17,2025-04-15 01:34:17
Boots,Footwear,72,Tennessee,L,Gray,Fall,No,No,Debit Card,2025-04-16 05:04:24,2025-04-16 05:04:24
Jewelry,Accessories,31,Tennessee,L,Peach,Fall,No,No,Cash,2025-03-08 16:23:38,2025-03-08 16:23:38
Belt,Accessories,81,Tennessee,M,Beige,Spring,Yes,Yes,Credit Card,2025-03-09 06:42:23,2025-03-09 06:42:23
Jeans,Clothing,29,Tennessee,S,Turquoise,Summer,No,No,Cash,2025-04-23 16:59:06,2025-04-23 16:59:06
Blouse,Clothing,42,Tennessee,S,White,Summer,No,No,Bank Transfer,2025-03-30 21:55:29,2025-03-30 21:55:29
Sunglasses,Accessories,76,Tennessee,L,Lavender,Winter,No,No,PayPal,2025-02-06 14:54:21,2025-02-06 14:54:21
Gloves,Accessories,84,Tennessee,M,Violet,Fall,No,No,Credit Card,2025-03-20 03:45:31,2025-03-20 03:45:31
Backpack,Accessories,99,Tennessee,S,Violet,Summer,No,No,Bank Transfer,2025-03-03 09:47:48,2025-03-03 09:47:48
Shoes,Footwear,64,Tennessee,M,Purple,Summer,Yes,Yes,Bank Transfer,2025-04-29 05:02:57,2025-04-29 05:02:57
Gloves,Accessories,66,Tennessee,M,Turquoise,Summer,No,No,PayPal,2025-01-31 14:39:33,2025-01-31 14:39:33
Hat,Accessories,30,Tennessee,XL,Black,Fall,No,No,Cash,2025-03-26 10:52:32,2025-03-26 10:52:32
Belt,Accessories,25,Tennessee,S,Green,Winter,No,No,Debit Card,2025-04-05 11:28:46,2025-04-05 11:28:46
Jacket,Outerwear,34,Tennessee,M,Brown,Spring,No,No,Debit Card,2025-02-25 08:55:36,2025-02-25 08:55:36
Boots,Footwear,24,Tennessee,L,Yellow,Spring,No,No,Cash,2025-04-27 23:16:09,2025-04-27 23:16:09
Handbag,Accessories,40,Tennessee,XL,Pink,Winter,No,No,PayPal,2025-04-17 16:55:00,2025-04-17 16:55:00
Dress,Clothing,33,Tennessee,L,Orange,Winter,No,No,PayPal,2025-04-22 18:04:18,2025-04-22 18:04:18
Sneakers,Footwear,89,Tennessee,L,Pink,Summer,Yes,Yes,Venmo,2025-02-01 02:41:57,2025-02-01 02:41:57
Shorts,Clothing,97,Tennessee,S,Maroon,Spring,No,No,Bank Transfer,2025-03-22 15:31:52,2025-03-22 15:31:52
Pants,Clothing,89,Tennessee,L,Green,Spring,Yes,Yes,Bank Transfer,2025-02-25 21:19:37,2025-02-25 21:19:37
Dress,Clothing,99,Tennessee,M,Olive,Summer,No,No,Venmo,2025-04-16 18:13:48,2025-04-16 18:13:48
Scarf,Accessories,36,Tennessee,M,Violet,Summer,No,No,Bank Transfer,2025-03-28 07:29:58,2025-03-28 07:29:58
Coat,Outerwear,56,Tennessee,M,Turquoise,Summer,Yes,Yes,PayPal,2025-03-19 20:36:45,2025-03-19 20:36:45
Shorts,Clothing,26,Tennessee,M,Olive,Summer,No,No,Credit Card,2025-02-09 16:34:23,2025-02-09 16:34:23
Pants,Clothing,81,Tennessee,M,Pink,Fall,No,No,Credit Card,2025-03-19 23:31:05,2025-03-19 23:31:05
Jeans,Clothing,48,Tennessee,M,Silver,Summer,No,No,Credit Card,2025-03-28 05:27:29,2025-03-28 05:27:29
Skirt,Clothing,26,Tennessee,L,Black,Summer,No,No,Venmo,2025-04-26 08:59:30,2025-04-26 08:59:30
Hoodie,Clothing,53,Tennessee,L,Pink,Winter,No,No,Cash,2025-03-24 00:18:08,2025-03-24 00:18:08
Shirt,Clothing,85,Tennessee,S,Brown,Summer,Yes,Yes,PayPal,2025-04-27 09:47:42,2025-04-27 09:47:42
Dress,Clothing,82,Tennessee,M,Silver,Summer,No,No,PayPal,2025-04-26 21:17:05,2025-04-26 21:17:05
Pants,Clothing,26,Tennessee,L,Yellow,Winter,Yes,Yes,PayPal,2025-03-29 20:57:35,2025-03-29 20:57:35
Dress,Clothing,31,Tennessee,M,Black,Summer,No,No,Venmo,2025-03-16 21:25:57,2025-03-16 21:25:57
Shoes,Footwear,63,Tennessee,S,White,Spring,No,No,Venmo,2025-03-13 07:19:05,2025-03-13 07:19:05
Gloves,Accessories,65,Tennessee,L,Blue,Summer,Yes,Yes,Bank Transfer,2025-04-20 11:30:16,2025-04-20 11:30:16
Socks,Clothing,71,Tennessee,S,Teal,Winter,No,No,Debit Card,2025-02-01 22:11:00,2025-02-01 22:11:00
Socks,Clothing,70,Tennessee,S,Red,Summer,No,No,Credit Card,2025-02-09 14:53:20,2025-02-09 14:53:20
Sunglasses,Accessories,60,Tennessee,S,Purple,Spring,No,No,Bank Transfer,2025-02-08 13:33:00,2025-02-08 13:33:00
Jacket,Outerwear,28,Tennessee,M,Lavender,Winter,Yes,Yes,Venmo,2025-04-08 11:24:02,2025-04-08 11:24:02
Backpack,Accessories,77,Tennessee,L,Lavender,Summer,No,No,Cash,2025-03-01 22:29:01,2025-03-01 22:29:01
Jeans,Clothing,35,Tennessee,L,Silver,Summer,No,No,PayPal,2025-03-28 18:33:04,2025-03-28 18:33:04
Handbag,Accessories,47,Tennessee,M,Charcoal,Summer,Yes,Yes,PayPal,2025-03-25 16:44:40,2025-03-25 16:44:40
Dress,Clothing,43,Tennessee,S,Peach,Summer,Yes,Yes,Venmo,2025-03-06 02:10:47,2025-03-06 02:10:47
Skirt,Clothing,28,Tennessee,M,Black,Spring,No,No,Bank Transfer,2025-03-19 04:49:54,2025-03-19 04:49:54
Gloves,Accessories,79,Tennessee,M,Gold,Fall,No,No,Bank Transfer,2025-03-29 10:01:52,2025-03-29 10:01:52
Shirt,Clothing,63,Tennessee,L,White,Winter,No,No,PayPal,2025-04-25 00:41:20,2025-04-25 00:41:20
Boots,Footwear,49,Tennessee,M,Lavender,Fall,Yes,Yes,Credit Card,2025-03-23 03:58:16,2025-03-23 03:58:16
Jacket,Outerwear,41,Tennessee,L,Pink,Fall,Yes,Yes,Cash,2025-03-26 15:35:48,2025-03-26 15:35:48
Scarf,Accessories,20,Tennessee,M,Charcoal,Spring,Yes,Yes,Debit Card,2025-02-05 11:40:40,2025-02-05 11:40:40
Hoodie,Clothing,56,Tennessee,L,Charcoal,Fall,Yes,Yes,PayPal,2025-04-26 01:00:40,2025-04-26 01:00:40
Skirt,Clothing,43,Tennessee,S,Charcoal,Fall,No,No,PayPal,2025-03-18 21:18:21,2025-03-18 21:18:21
Sweater,Clothing,57,Tennessee,M,Turquoise,Spring,No,No,Credit Card,2025-04-12 11:07:35,2025-04-12 11:07:35
Skirt,Clothing,86,Tennessee,L,Charcoal,Spring,No,No,PayPal,2025-02-03 21:45:20,2025-02-03 21:45:20
Dress,Clothing,22,Tennessee,L,Purple,Winter,Yes,Yes,Debit Card,2025-03-09 05:55:19,2025-03-09 05:55:19
T-shirt,Clothing,82,Tennessee,M,Silver,Spring,No,No,PayPal,2025-02-22 11:59:14,2025-02-22 11:59:14
Scarf,Accessories,62,Tennessee,L,Green,Fall,No,No,Debit Card,2025-02-23 09:34:41,2025-02-23 09:34:41
Sweater,Clothing,85,Tennessee,L,Maroon,Spring,Yes,Yes,Cash,2025-04-11 13:55:32,2025-04-11 13:55:32
Coat,Outerwear,78,Tennessee,XL,Green,Fall,Yes,Yes,Venmo,2025-03-27 12:06:19,2025-03-27 12:06:19
Shirt,Clothing,51,Tennessee,M,Magenta,Winter,No,No,Credit Card,2025-03-10 22:35:14,2025-03-10 22:35:14
Blouse,Clothing,47,Tennessee,M,Cyan,Winter,No,No,Venmo,2025-01-31 08:01:54,2025-01-31 08:01:54
Pants,Clothing,28,Tennessee,M,Cyan,Fall,No,No,Credit Card,2025-04-27 04:27:23,2025-04-27 04:27:23
Shirt,Clothing,54,Tennessee,S,Cyan,Winter,No,No,Debit Card,2025-04-26 22:11:07,2025-04-26 22:11:07
Scarf,Accessories,23,Tennessee,M,Pink,Spring,No,No,Bank Transfer,2025-02-18 22:52:20,2025-02-18 22:52:20
Shirt,Clothing,22,Tennessee,M,Peach,Summer,Yes,Yes,Bank Transfer,2025-02-03 02:26:38,2025-02-03 02:26:38
Shorts,Clothing,45,Tennessee,M,Brown,Spring,No,No,Credit Card,2025-03-19 01:52:39,2025-03-19 01:52:39
Shirt,Clothing,28,Tennessee,L,Yellow,Fall,Yes,Yes,Bank Transfer,2025-04-25 23:16:23,2025-04-25 23:16:23
Blouse,Clothing,33,Tennessee,L,Yellow,Fall,No,No,PayPal,2025-04-22 06:43:18,2025-04-22 06:43:18
Sunglasses,Accessories,27,Tennessee,M,Black,Summer,Yes,Yes,Venmo,2025-03-23 23:27:51,2025-03-23 23:27:51
Gloves,Accessories,22,Tennessee,M,Purple,Spring,Yes,Yes,Credit Card,2025-02-26 16:32:21,2025-02-26 16:32:21
Sunglasses,Accessories,55,Tennessee,M,Magenta,Spring,No,No,Bank Transfer,2025-03-01 01:33:45,2025-03-01 01:33:45
Shorts,Clothing,78,Tennessee,L,Yellow,Spring,Yes,Yes,PayPal,2025-04-21 03:46:21,2025-04-21 03:46:21
Socks,Clothing,57,Tennessee,L,Blue,Winter,No,No,Debit Card,2025-03-15 14:56:20,2025-03-15 14:56:20
Shoes,Footwear,33,Tennessee,S,Maroon,Winter,No,No,Bank Transfer,2025-02-11 04:15:25,2025-02-11 04:15:25
T-shirt,Clothing,78,Tennessee,L,Green,Fall,Yes,Yes,Credit Card,2025-02-21 17:31:40,2025-02-21 17:31:40
Sunglasses,Accessories,31,Tennessee,L,Pink,Spring,No,No,Credit Card,2025-02-24 06:46:38,2025-02-24 06:46:38
Sunglasses,Accessories,62,Tennessee,XL,Beige,Winter,No,No,Debit Card,2025-02-10 11:54:52,2025-02-10 11:54:52
Dress,Clothing,64,Tennessee,S,Teal,Winter,Yes,Yes,PayPal,2025-03-13 00:53:24,2025-03-13 00:53:24
Socks,Clothing,67,Tennessee,L,Violet,Winter,Yes,Yes,Credit Card,2025-04-22 18:55:52,2025-04-22 18:55:52
T-shirt,Clothing,44,Tennessee,XL,Gold,Winter,No,No,Debit Card,2025-03-31 13:04:43,2025-03-31 13:04:43
Shoes,Footwear,89,Tennessee,L,Pink,Summer,No,No,Venmo,2025-02-05 21:38:54,2025-02-05 21:38:54
Shorts,Clothing,30,Tennessee,S,Pink,Summer,No,No,Bank Transfer,2025-01-30 21:02:25,2025-01-30 21:02:25
Jewelry,Accessories,77,Tennessee,M,Gray,Winter,No,No,PayPal,2025-02-24 05:35:45,2025-02-24 05:35:45
Blouse,Clothing,23,Tennessee,M,Green,Spring,No,No,PayPal,2025-03-04 00:13:52,2025-03-04 00:13:52
Scarf,Accessories,82,Tennessee,M,Violet,Summer,No,No,Debit Card,2025-04-10 06:10:47,2025-04-10 06:10:47
Shoes,Footwear,23,Tennessee,L,Orange,Winter,No,No,Cash,2025-04-27 08:56:31,2025-04-27 08:56:31
Blouse,Clothing,31,Tennessee,XL,Gray,Summer,No,No,Credit Card,2025-03-06 05:56:05,2025-03-06 05:56:05
Skirt,Clothing,38,Tennessee,M,Gold,Spring,Yes,Yes,Cash,2025-04-02 03:44:27,2025-04-02 03:44:27
Jacket,Outerwear,55,Tennessee,L,Pink,Fall,Yes,Yes,Venmo,2025-04-29 21:10:13,2025-04-29 21:10:13
T-shirt,Clothing,79,Tennessee,XL,Green,Fall,Yes,Yes,Cash,2025-04-07 11:04:16,2025-04-07 11:04:16
Sneakers,Footwear,73,Tennessee,L,Green,Spring,No,No,PayPal,2025-03-28 14:42:37,2025-03-28 14:42:37
Pants,Clothing,90,Tennessee,M,Green,Summer,Yes,Yes,Venmo,2025-02-06 09:44:26,2025-02-06 09:44:26
Sweater,Clothing,35,Tennessee,M,Yellow,Winter,No,No,PayPal,2025-02-28 10:59:55,2025-02-28 10:59:55
Coat,Outerwear,94,Tennessee,M,Brown,Summer,Yes,Yes,Bank Transfer,2025-04-22 13:11:27,2025-04-22 13:11:27
Belt,Accessories,26,Tennessee,L,Beige,Summer,No,No,Credit Card,2025-02-17 11:08:52,2025-02-17 11:08:52
Pants,Clothing,21,Tennessee,M,Turquoise,Winter,Yes,Yes,Bank Transfer,2025-04-16 06:29:19,2025-04-16 06:29:19
Boots,Footwear,57,Tennessee,M,Silver,Spring,No,No,Bank Transfer,2025-04-03 00:32:24,2025-04-03 00:32:24
Handbag,Accessories,82,Tennessee,M,Gray,Winter,No,No,Debit Card,2025-03-04 08:04:17,2025-03-04 08:04:17
Hoodie,Clothing,50,Tennessee,M,Olive,Fall,No,No,Credit Card,2025-03-18 23:39:52,2025-03-18 23:39:52
Shoes,Footwear,89,Tennessee,L,Black,Spring,Yes,Yes,Bank Transfer,2025-03-20 05:05:46,2025-03-20 05:05:46
Hat,Accessories,63,Tennessee,M,Brown,Summer,No,No,Credit Card,2025-04-04 14:49:09,2025-04-04 14:49:09
Sneakers,Footwear,65,Tennessee,L,Maroon,Winter,No,No,Venmo,2025-03-17 20:25:17,2025-03-17 20:25:17
T-shirt,Clothing,95,Tennessee,L,Violet,Fall,Yes,Yes,Bank Transfer,2025-02-11 08:29:17,2025-02-11 08:29:17
Blouse,Clothing,24,Tennessee,M,Cyan,Summer,No,No,Venmo,2025-04-09 23:03:57,2025-04-09 23:03:57
Scarf,Accessories,58,Tennessee,L,Beige,Winter,Yes,Yes,Venmo,2025-03-07 22:19:10,2025-03-07 22:19:10
Backpack,Accessories,68,Tennessee,L,Violet,Summer,No,No,Debit Card,2025-04-27 00:29:48,2025-04-27 00:29:48
Sweater,Clothing,32,Tennessee,M,Turquoise,Fall,No,No,PayPal,2025-02-24 21:17:00,2025-02-24 21:17:00
Hoodie,Clothing,26,Tennessee,XL,Peach,Winter,No,No,Bank Transfer,2025-02-23 01:09:51,2025-02-23 01:09:51
Shorts,Clothing,33,Tennessee,L,Cyan,Winter,No,No,Venmo,2025-03-01 09:13:10,2025-03-01 09:13:10
Belt,Accessories,87,Tennessee,S,Green,Summer,No,No,Cash,2025-03-22 20:48:34,2025-03-22 20:48:34
T-shirt,Clothing,72,Tennessee,M,Magenta,Fall,No,No,Cash,2025-04-20 21:12:03,2025-04-20 21:12:03
Sneakers,Footwear,76,Tennessee,L,Yellow,Spring,Yes,Yes,Venmo,2025-02-15 05:46:09,2025-02-15 05:46:09
Socks,Clothing,63,Tennessee,M,Brown,Summer,No,No,Cash,2025-02-24 13:00:13,2025-02-24 13:00:13
Shoes,Footwear,26,Tennessee,M,Turquoise,Winter,No,No,Bank Transfer,2025-03-23 17:01:26,2025-03-23 17:01:26
Coat,Outerwear,86,Tennessee,S,Silver,Summer,No,No,Debit Card,2025-03-12 06:05:05,2025-03-12 06:05:05
Shoes,Footwear,50,Tennessee,L,Olive,Spring,No,No,Bank Transfer,2025-03-11 14:56:50,2025-03-11 14:56:50
Blouse,Clothing,55,Tennessee,M,Beige,Spring,No,No,Credit Card,2025-04-14 05:08:32,2025-04-14 05:08:32
Dress,Clothing,40,Tennessee,M,Cyan,Spring,No,No,Credit Card,2025-04-23 11:49:49,2025-04-23 11:49:49
Sneakers,Footwear,38,Tennessee,M,Indigo,Summer,Yes,Yes,Debit Card,2025-03-14 16:19:08,2025-03-14 16:19:08
Backpack,Accessories,22,Tennessee,M,Green,Winter,No,No,Venmo,2025-04-02 05:10:11,2025-04-02 05:10:11
Belt,Accessories,73,Tennessee,M,Silver,Winter,No,No,Venmo,2025-04-12 10:39:46,2025-04-12 10:39:46
Jeans,Clothing,83,Tennessee,M,Green,Winter,No,No,Credit Card,2025-03-18 00:19:49,2025-03-18 00:19:49
Dress,Clothing,37,Tennessee,M,Red,Winter,Yes,Yes,Debit Card,2025-02-25 20:36:22,2025-02-25 20:36:22
Sandals,Footwear,37,Tennessee,M,Violet,Fall,No,No,Credit Card,2025-03-28 18:48:06,2025-03-28 18:48:06
Coat,Outerwear,75,Tennessee,M,Black,Summer,No,No,Venmo,2025-03-24 00:25:39,2025-03-24 00:25:39
Coat,Outerwear,72,Tennessee,L,Charcoal,Spring,Yes,Yes,Bank Transfer,2025-04-21 11:39:04,2025-04-21 11:39:04
T-shirt,Clothing,44,Tennessee,M,Violet,Winter,No,No,Credit Card,2025-02-04 02:19:26,2025-02-04 02:19:26
Hoodie,Clothing,68,Tennessee,S,Cyan,Winter,No,No,Venmo,2025-04-22 06:09:03,2025-04-22 06:09:03
Shorts,Clothing,33,Tennessee,M,Teal,Spring,Yes,Yes,Credit Card,2025-03-19 11:00:57,2025-03-19 11:00:57
T-shirt,Clothing,75,Tennessee,S,Red,Spring,Yes,Yes,Credit Card,2025-01-31 19:01:19,2025-01-31 19:01:19
Jewelry,Accessories,89,Tennessee,M,Violet,Winter,No,No,Venmo,2025-03-02 09:23:21,2025-03-02 09:23:21
Handbag,Accessories,38,Tennessee,M,Gray,Fall,No,No,Debit Card,2025-04-05 13:00:48,2025-04-05 13:00:48
Handbag,Accessories,39,Tennessee,M,White,Spring,Yes,Yes,PayPal,2025-03-15 07:42:15,2025-03-15 07:42:15
Sunglasses,Accessories,44,Tennessee,M,Cyan,Winter,Yes,Yes,PayPal,2025-04-28 13:20:26,2025-04-28 13:20:26
Coat,Outerwear,82,Tennessee,L,Black,Spring,No,No,Bank Transfer,2025-03-09 09:35:32,2025-03-09 09:35:32
Skirt,Clothing,78,Tennessee,L,White,Spring,No,No,Cash,2025-02-28 18:22:57,2025-02-28 18:22:57
Sneakers,Footwear,84,Tennessee,L,Beige,Winter,No,No,Credit Card,2025-04-14 07:10:00,2025-04-14 07:10:00
Gloves,Accessories,40,Tennessee,M,Turquoise,Summer,Yes,Yes,Cash,2025-03-20 16:06:27,2025-03-20 16:06:27
Sneakers,Footwear,57,Tennessee,XL,Maroon,Summer,No,No,PayPal,2025-04-01 18:19:13,2025-04-01 18:19:13
Hoodie,Clothing,57,Tennessee,M,Silver,Fall,No,No,Cash,2025-04-12 20:41:18,2025-04-12 20:41:18
Handbag,Accessories,74,Tennessee,M,Beige,Spring,No,No,Bank Transfer,2025-03-31 18:47:21,2025-03-31 18:47:21
Gloves,Accessories,86,Tennessee,S,Beige,Summer,Yes,Yes,Credit Card,2025-03-09 09:09:17,2025-03-09 09:09:17
Jeans,Clothing,20,Tennessee,S,Cyan,Winter,No,No,Cash,2025-02-10 14:36:45,2025-02-10 14:36:45
Scarf,Accessories,71,Tennessee,L,Teal,Summer,No,No,Debit Card,2025-03-23 13:55:58,2025-03-23 13:55:58
Sneakers,Footwear,35,Tennessee,M,Green,Winter,Yes,Yes,Debit Card,2025-04-21 02:44:08,2025-04-21 02:44:08
Handbag,Accessories,84,Tennessee,L,Yellow,Winter,Yes,Yes,Bank Transfer,2025-03-09 01:33:57,2025-03-09 01:33:57
Skirt,Clothing,70,Tennessee,M,Black,Winter,No,No,Bank Transfer,2025-04-22 07:25:58,2025-04-22 07:25:58
Skirt,Clothing,90,Tennessee,M,Beige,Spring,Yes,Yes,Credit Card,2025-03-16 16:17:37,2025-03-16 16:17:37
Sneakers,Footwear,60,Tennessee,M,Olive,Fall,Yes,Yes,PayPal,2025-03-27 05:34:26,2025-03-27 05:34:26
Shorts,Clothing,78,Tennessee,L,Yellow,Summer,Yes,Yes,PayPal,2025-04-15 07:35:57,2025-04-15 07:35:57
Dress,Clothing,100,Tennessee,S,Gold,Spring,Yes,Yes,Credit Card,2025-03-22 04:08:32,2025-03-22 04:08:32
Jewelry,Accessories,39,Tennessee,M,Brown,Summer,No,No,Bank Transfer,2025-02-07 13:34:48,2025-02-07 13:34:48
Shorts,Clothing,66,Tennessee,M,White,Winter,No,No,Credit Card,2025-04-28 15:06:42,2025-04-28 15:06:42
Jacket,Outerwear,73,Tennessee,M,Red,Winter,No,No,Cash,2025-02-21 11:57:57,2025-02-21 11:57:57
Scarf,Accessories,85,Tennessee,M,Pink,Spring,Yes,Yes,Cash,2025-04-04 07:09:29,2025-04-04 07:09:29
Pants,Clothing,55,Tennessee,XL,Yellow,Winter,No,No,Debit Card,2025-03-16 19:43:01,2025-03-16 19:43:01
Jacket,Outerwear,55,Tennessee,S,Yellow,Winter,Yes,Yes,Venmo,2025-03-14 10:50:50,2025-03-14 10:50:50
Skirt,Clothing,81,Tennessee,L,Indigo,Fall,No,No,Credit Card,2025-02-21 07:50:43,2025-02-21 07:50:43
Shoes,Footwear,52,Tennessee,L,Pink,Spring,Yes,Yes,Bank Transfer,2025-04-05 08:18:02,2025-04-05 08:18:02
Hoodie,Clothing,91,Tennessee,XL,Magenta,Fall,No,No,Debit Card,2025-02-09 12:41:13,2025-02-09 12:41:13
Gloves,Accessories,49,Tennessee,S,Blue,Spring,No,No,Venmo,2025-04-29 11:33:57,2025-04-29 11:33:57
Shoes,Footwear,55,Tennessee,M,Olive,Spring,No,No,Credit Card,2025-04-16 10:20:19,2025-04-16 10:20:19
Sweater,Clothing,26,Tennessee,M,White,Summer,No,No,Cash,2025-03-19 11:10:55,2025-03-19 11:10:55
Dress,Clothing,40,Tennessee,M,Brown,Spring,No,No,Credit Card,2025-03-09 13:47:13,2025-03-09 13:47:13
Sneakers,Footwear,67,Tennessee,L,Indigo,Spring,No,No,Bank Transfer,2025-02-25 03:39:15,2025-02-25 03:39:15
Sneakers,Footwear,39,Tennessee,L,Yellow,Winter,No,No,Credit Card,2025-03-16 12:06:47,2025-03-16 12:06:47
Scarf,Accessories,53,Tennessee,XL,Olive,Fall,No,No,Credit Card,2025-04-19 11:50:22,2025-04-19 11:50:22
Jacket,Outerwear,65,Tennessee,M,Blue,Fall,Yes,Yes,Credit Card,2025-02-24 02:54:57,2025-02-24 02:54:57
Sweater,Clothing,60,Tennessee,M,Turquoise,Spring,No,No,Debit Card,2025-03-16 09:50:15,2025-03-16 09:50:15
Shirt,Clothing,64,Tennessee,M,Silver,Winter,Yes,Yes,Bank Transfer,2025-02-20 11:34:13,2025-02-20 11:34:13
Socks,Clothing,97,Tennessee,M,Yellow,Fall,No,No,Venmo,2025-03-01 17:04:55,2025-03-01 17:04:55
Shorts,Clothing,35,Tennessee,L,Purple,Fall,No,No,Credit Card,2025-02-16 11:56:58,2025-02-16 11:56:58
Jeans,Clothing,68,Tennessee,L,Indigo,Winter,Yes,Yes,Bank Transfer,2025-04-29 11:45:04,2025-04-29 11:45:04
Belt,Accessories,96,Tennessee,M,Teal,Summer,No,No,Credit Card,2025-03-22 19:02:24,2025-03-22 19:02:24
Backpack,Accessories,37,Tennessee,S,White,Fall,Yes,Yes,Debit Card,2025-04-06 07:19:30,2025-04-06 07:19:30
Jewelry,Accessories,50,Tennessee,M,Olive,Winter,No,No,Credit Card,2025-02-08 05:17:55,2025-02-08 05:17:55
Coat,Outerwear,30,Tennessee,M,Indigo,Spring,No,No,PayPal,2025-03-04 07:37:30,2025-03-04 07:37:30
Socks,Clothing,49,Tennessee,M,Red,Summer,No,No,Venmo,2025-04-20 16:23:11,2025-04-20 16:23:11
Jacket,Outerwear,83,Tennessee,XL,Pink,Fall,Yes,Yes,Bank Transfer,2025-02-06 23:28:46,2025-02-06 23:28:46
Backpack,Accessories,93,Tennessee,S,Blue,Summer,Yes,Yes,Venmo,2025-02-14 06:27:19,2025-02-14 06:27:19
Gloves,Accessories,50,Tennessee,XL,Violet,Fall,Yes,Yes,Credit Card,2025-03-27 15:27:13,2025-03-27 15:27:13
Sneakers,Footwear,64,Tennessee,M,Beige,Winter,Yes,Yes,Credit Card,2025-03-27 09:46:43,2025-03-27 09:46:43
Belt,Accessories,64,Tennessee,S,Olive,Spring,No,No,Credit Card,2025-04-15 18:54:33,2025-04-15 18:54:33
Sunglasses,Accessories,27,Tennessee,M,Green,Winter,Yes,Yes,PayPal,2025-04-24 12:54:21,2025-04-24 12:54:21
Gloves,Accessories,99,Tennessee,M,Indigo,Fall,Yes,Yes,Cash,2025-02-12 03:43:33,2025-02-12 03:43:33
Dress,Clothing,20,Tennessee,L,Red,Summer,No,No,Venmo,2025-02-22 17:09:55,2025-02-22 17:09:55
Boots,Footwear,41,Tennessee,M,Green,Summer,No,No,Debit Card,2025-03-09 20:03:58,2025-03-09 20:03:58
Hat,Accessories,66,Tennessee,M,Brown,Summer,Yes,Yes,Venmo,2025-01-30 11:07:38,2025-01-30 11:07:38
Jeans,Clothing,81,Tennessee,S,Charcoal,Fall,No,No,Bank Transfer,2025-02-05 15:54:22,2025-02-05 15:54:22
Sneakers,Footwear,74,Tennessee,M,Violet,Fall,No,No,Cash,2025-02-19 18:10:18,2025-02-19 18:10:18
Coat,Outerwear,48,Tennessee,M,Beige,Fall,Yes,Yes,Bank Transfer,2025-03-14 15:52:34,2025-03-14 15:52:34
Shorts,Clothing,62,Tennessee,S,Purple,Spring,Yes,Yes,Bank Transfer,2025-02-22 00:12:53,2025-02-22 00:12:53
Hat,Accessories,96,Tennessee,M,Teal,Summer,No,No,Credit Card,2025-04-19 05:56:00,2025-04-19 05:56:00
Backpack,Accessories,72,Tennessee,S,Cyan,Fall,No,No,Bank Transfer,2025-02-28 13:16:56,2025-02-28 13:16:56
Skirt,Clothing,83,Tennessee,M,Maroon,Winter,No,No,PayPal,2025-04-23 13:26:16,2025-04-23 13:26:16
Boots,Footwear,76,Tennessee,M,Pink,Winter,No,No,Cash,2025-04-28 01:44:34,2025-04-28 01:44:34
Backpack,Accessories,65,Tennessee,XL,Yellow,Winter,No,No,Credit Card,2025-03-11 20:25:41,2025-03-11 20:25:41
Shorts,Clothing,35,Tennessee,M,Blue,Summer,Yes,Yes,Debit Card,2025-02-19 19:32:53,2025-02-19 19:32:53
Jacket,Outerwear,74,Tennessee,M,Yellow,Summer,Yes,Yes,Venmo,2025-02-25 14:53:03,2025-02-25 14:53:03
Jacket,Outerwear,39,Tennessee,L,Orange,Summer,No,No,Cash,2025-04-10 05:16:53,2025-04-10 05:16:53
Belt,Accessories,55,Tennessee,L,Olive,Spring,Yes,Yes,Bank Transfer,2025-02-23 23:20:21,2025-02-23 23:20:21
Backpack,Accessories,81,Tennessee,M,Purple,Summer,No,No,PayPal,2025-03-05 14:51:20,2025-03-05 14:51:20
Shirt,Clothing,64,Tennessee,M,Silver,Summer,Yes,Yes,Credit Card,2025-03-14 10:25:20,2025-03-14 10:25:20
Jewelry,Accessories,76,Tennessee,S,Indigo,Spring,No,No,Venmo,2025-03-23 02:50:31,2025-03-23 02:50:31
Shorts,Clothing,78,Tennessee,M,Pink,Spring,No,No,PayPal,2025-04-29 23:45:29,2025-04-29 23:45:29
Shoes,Footwear,88,Tennessee,L,Charcoal,Summer,Yes,Yes,Debit Card,2025-02-20 06:31:05,2025-02-20 06:31:05
Jeans,Clothing,93,Tennessee,XL,Yellow,Summer,No,No,Venmo,2025-03-03 04:13:08,2025-03-03 04:13:08
Jeans,Clothing,69,Tennessee,M,Orange,Summer,Yes,Yes,Bank Transfer,2025-02-23 00:45:33,2025-02-23 00:45:33
Pants,Clothing,85,Tennessee,M,Teal,Spring,Yes,Yes,Debit Card,2025-03-03 20:49:16,2025-03-03 20:49:16
Sweater,Clothing,71,Tennessee,L,Maroon,Spring,No,No,PayPal,2025-02-08 10:48:50,2025-02-08 10:48:50
Socks,Clothing,45,Tennessee,M,Pink,Fall,No,No,Debit Card,2025-03-03 18:00:23,2025-03-03 18:00:23
Shirt,Clothing,79,Tennessee,M,Lavender,Spring,Yes,Yes,Bank Transfer,2025-04-20 06:04:40,2025-04-20 06:04:40
